1.975359597702505710e+01,1.163055684691651237e+01,-2.141699540443552863e+01
1.710070678612711959e+01,4.024614587904943086e+00,-1.552910768138938202e+01
2.278492578290549631e+01,1.437257580456796857e+00,-1.781646116836852300e+01
4.444983801114802446e+01,4.702069337270973648e+00,-3.812087686380620255e+01
2.152107609685650402e+01,3.543247062289943461e+00,-2.000350874582890270e+01
3.282970932097354222e+01,-6.732029368128026547e+00,-1.563219370355176174e+01
2.179276055664190537e+01,-5.136127198154571083e+00,-9.687656814046368581e+00
1.858005949868470097e+01,-3.934345800246390912e+00,-9.996863973237063661e+00
2.652052799721431242e+01,-3.150773649366922946e+00,-1.406494074916327008e+01
4.666828880642882638e+01,-7.660367834128598563e-01,-2.654877566275803957e-01
2.185682301586606613e+01,-8.636749969729999421e+00,-4.916942409813411352e+00
3.099823080564892663e+01,-1.274544970848949532e+01,-4.666179209722424837e+00
3.469483408701184857e+01,-1.404802262622904685e+01,-3.816719080975940592e+00
1.256309010610340948e+01,-4.360840542816254439e-01,-1.512621867365385453e-01
2.771968967845304022e+01,-1.075729205819147438e+01,-2.923493532733719924e+00
3.512917917180529059e+01,-9.786611387462373912e+00,-1.398832427250317245e+01
3.540171357280194542e+01,-1.533500705192004077e+01,3.271112262953179695e+00
2.317492934722397280e+01,-8.608548317146137663e+00,-6.412887117732674724e+00
4.278787386254018088e+01,-1.685727240992836684e+01,-1.949930799453997610e+00
1.586106629841681936e+01,-4.388385798464126353e+00,5.104544498684469467e+00
3.473725149155916370e+01,-4.730289468114463602e+00,6.149392140088814074e+00
2.503378978597064375e+01,-1.304834342207847886e+00,-1.580469419309407542e+01
2.827963232383167380e+01,-1.899740775868754561e+00,-1.586504933975723652e+01
2.443956270430186706e+01,-2.564526020788006733e+00,-1.249783477569116741e+01
1.813750536380972278e+01,5.769616931280493466e-01,-1.444965680625914750e+01
4.377574440161736646e+01,-1.418892590061432735e+01,-1.332102429483437689e+01
3.591129081869501505e+01,-1.283241651672224570e+01,-5.344203165908083086e+00
2.654415173198887246e+01,-7.929737557130728476e+00,-9.200099327085647261e+00
