0.000000000000000000e+00,8.055319900947518263e+00,1.063448683894184654e+01,2.564972338601912583e+01,8.278198205317146119e+00,2.254261104416991301e+01,1.689023049132264731e+01,1.560908012285330670e+01,1.625666325560757031e+01,2.963235096540066138e+01,2.037614511081519453e+01,2.684458060797928880e+01,2.970909019169005560e+01,1.404660803604295438e+01,2.376287919124859371e+01,2.636481848523323990e+01,3.117699826271765318e+01,2.052624904535712247e+01,3.663515215574077644e+01,1.648509359314773093e+01,2.218529298256597215e+01,1.397157084495882451e+01,1.599256857256570008e+01,1.494853376723428795e+01,1.117111071890250784e+01,3.526626297586952319e+01,2.931736973854625106e+01,2.070547668213108139e+01,1.000000000000000000e+00
8.055319900947518263e+00,0.000000000000000000e+00,6.245379242874462555e+00,2.735752042310947374e+01,4.446501943995401440e+00,1.905536433496000726e+01,1.029245153771728383e+01,8.095278556560824512e+00,1.184142001638433683e+01,2.995316756352786669e+01,1.352519109114989604e+01,2.178017976001091327e+01,2.522248067406214034e+01,6.363002240392069631e+00,1.820075717549739736e+01,2.271069746845792636e+01,2.664060433704719344e+01,1.401759553943887404e+01,3.310413504385575578e+01,8.503839370532391584e+00,1.968999883638412385e+01,9.557030489701636711e+00,1.265173358294495642e+01,9.862838341413439736e+00,3.600175242060886571e+00,3.230001066431326251e+01,2.525861376458864171e+01,1.523434237678281988e+01,1.000000000000000000e+00
1.063448683894184654e+01,6.245379242874462555e+00,0.000000000000000000e+00,2.190952801100207736e+01,2.456116391077178385e+00,1.294739068596298814e+01,6.647840196927593759e+00,6.821658401573528430e+00,5.916481595457446119e+00,2.398477715900778051e+01,1.011666955412732705e+01,1.638925152166970278e+01,1.953560387834985335e+01,1.039208032513165314e+01,1.315518664231930401e+01,1.668399911107594846e+01,2.098790592302526647e+01,1.005337350905132787e+01,2.710733774175662347e+01,9.048643596656296140e+00,1.344978536788165435e+01,3.546330133620513081e+00,6.428635780709337055e+00,4.330368960358907948e+00,4.726375521007941671e+00,2.616853218023053174e+01,1.938878691131809973e+01,1.009318471265884121e+01,1.000000000000000000e+00
2.564972338601912583e+01,2.735752042310947374e+01,2.190952801100207736e+01,0.000000000000000000e+00,2.295802674419684308e+01,1.630233124375232379e+01,2.470087589234739411e+01,2.727330391997728043e+01,1.957363789765539863e+01,5.900992160488100602e+00,2.623677623264446268e+01,2.203092502059796587e+01,2.113589482845758738e+01,3.229806979116539623e+01,2.277915094970598986e+01,1.722778425516982992e+01,2.198529022046494674e+01,2.509570244086407698e+01,2.162330551520257416e+01,2.999923736726439927e+01,1.353897077085372302e+01,2.032402077584427857e+01,1.746595112612170553e+01,2.128883571155410692e+01,2.663372603335762179e+01,1.890301836406596436e+01,1.950294804181243435e+01,2.191292190797755524e+01,1.000000000000000000e+00
8.278198205317146119e+00,4.446501943995401440e+00,2.456116391077178385e+00,2.295802674419684308e+01,0.000000000000000000e+00,1.527961030651982099e+01,8.683625394877168446e+00,8.035171040405822751e+00,8.354904702752893542e+00,2.551376558494082758e+01,1.218462365826860605e+01,1.884510822109512063e+01,2.197727619240812302e+01,9.802070656031991902e+00,1.558615505730558404e+01,1.904903135565858108e+01,2.343204163403836304e+01,1.226382328303189162e+01,2.946960946369745571e+01,9.744050018150923975e+00,1.559226406855271918e+01,5.986906610790512673e+00,8.677799195621453521e+00,6.769228620175970157e+00,4.499711079262161739e+00,2.845523184479931444e+01,2.180001461911446015e+01,1.252440277672846669e+01,1.000000000000000000e+00
2.254261104416991301e+01,1.905536433496000726e+01,1.294739068596298814e+01,1.630233124375232379e+01,1.527961030651982099e+01,0.000000000000000000e+00,1.115173267983982974e+01,1.452169251168235320e+01,7.254733730415705573e+00,1.506981584811639863e+01,1.113697420464742649e+01,6.286138539832598404e+00,7.549996539434241427e+00,2.122203528871554212e+01,6.505001189159167474e+00,3.823353620543734177e+00,8.979222176739297012e+00,9.835451169495975421e+00,1.420160510972056578e+01,1.712972595252445629e+01,2.765082233834793790e+00,9.498989801321640059e+00,6.637334835519348886e+00,9.368171881393799083e+00,1.640982045765344211e+01,1.324465891908475967e+01,6.834534943200804236e+00,6.398651350905665502e+00,1.000000000000000000e+00
1.689023049132264731e+01,1.029245153771728383e+01,6.647840196927593759e+00,2.470087589234739411e+01,8.683625394877168446e+00,1.115173267983982974e+01,0.000000000000000000e+00,3.430120495865630392e+00,5.127710374603881682e+00,2.525647631675813543e+01,3.501208903729436273e+00,1.194330237294707153e+01,1.568073281144754105e+01,1.035747180444197824e+01,8.168597382579619648e+00,1.412398897882175319e+01,1.700649148024349699e+01,3.737392004229385112e+00,2.404537435356319364e+01,5.978638137056923263e+00,1.295085131670034961e+01,5.018274146894690979e+00,7.249393243459738123e+00,3.690351504164675944e+00,6.782350271434196110e+00,2.377403506087490470e+01,1.607998028716479055e+01,5.511803419838549267e+00,1.000000000000000000e+00
1.560908012285330670e+01,8.095278556560824512e+00,6.821658401573528430e+00,2.727330391997728043e+01,8.035171040405822751e+00,1.452169251168235320e+01,3.430120495865630392e+00,0.000000000000000000e+00,7.979036614264592764e+00,2.826635469370899756e+01,5.731473119600894783e+00,1.522650750142548404e+01,1.902557276333653391e+01,6.960011200748208893e+00,1.140550022847481415e+01,1.755341489450355752e+01,2.032100201182703003e+01,6.554463982203825978e+00,2.744121550577004243e+01,2.756642222538959963e+00,1.617678520031176959e+01,6.968856802158290620e+00,9.910667515135010319e+00,6.017489845843801533e+00,4.532962548055224694e+00,2.720255412204396706e+01,1.948197221903140886e+01,8.910102153822656135e+00,1.000000000000000000e+00
1.625666325560757031e+01,1.184142001638433683e+01,5.916481595457446119e+00,1.957363789765539863e+01,8.354904702752893542e+00,7.254733730415705573e+00,5.127710374603881682e+00,7.979036614264592764e+00,0.000000000000000000e+00,2.028840150295632938e+01,7.200422233496924562e+00,1.058808911561303034e+01,1.362238287941664261e+01,1.421898773056235399e+01,7.700461742099500739e+00,1.086937061343104638e+01,1.507749982045819870e+01,6.401588447492520650e+00,2.127192162864951541e+01,1.073106739983137636e+01,8.367162912492643656e+00,2.370207255597482465e+00,2.158594747167009498e+00,2.161967352279072330e+00,9.174479781211561047e+00,2.048373252814287326e+01,1.348779577915963124e+01,4.779022296720721208e+00,1.000000000000000000e+00
2.963235096540066138e+01,2.995316756352786669e+01,2.398477715900778051e+01,5.900992160488100602e+00,2.551376558494082758e+01,1.506981584811639863e+01,2.525647631675813543e+01,2.826635469370899756e+01,2.028840150295632938e+01,0.000000000000000000e+00,2.602992433215149859e+01,1.972452919025696971e+01,1.788224722585778181e+01,3.410679473641783943e+01,2.142135828743164083e+01,1.464656332888656820e+01,1.841712822835365060e+01,2.476777999410019149e+01,1.655250688339371123e+01,3.101945149490887488e+01,1.257238842690505543e+01,2.164120723701821447e+01,1.842357109730555820e+01,2.230136380718306199e+01,2.856237470445375237e+01,1.373101472530314204e+01,1.616510208988884756e+01,2.136116808056653582e+01,1.000000000000000000e+00
